date,cs_pace_med,cs_pace_lo50,cs_pace_hi50,cs_pace_lo95,cs_pace_hi95,cs_mps_med,cs_pace_trend_med,cs_pace_trend_lo95,cs_pace_trend_hi95,dp_med,dp_lo50,dp_hi50,dp_lo95,dp_hi95
2018-04-28,5.575740128155985,5.532033192544235,5.622628068026856,5.447338312123977,5.71853735736174,4.810554183624319,5.449350579776162,5.198886912183269,5.71367249725524,168.3014674015618,159.87177930225346,178.07674702918166,139.97479605699675,217.72915213339365
2018-05-05,5.575369802191831,5.53279852589673,5.621364961814782,5.449520260522182,5.714984358297723,4.810873709122776,5.448880816508392,5.197930239849976,5.714341937890624,168.27501529462018,159.89690534963927,177.9991094452422,140.1141288455627,217.51387096450955
2018-05-12,5.57567943490495,5.533671873032774,5.620019769473434,5.45288438915278,5.7121045957204055,4.81060654817086,5.448380343718768,5.197111100547411,5.714515746056037,168.21561927952393,159.87909964848473,177.98836742182027,139.99374101219547,218.08386599000636
2018-05-19,5.576239610843743,5.534277410128215,5.619715920364264,5.454610941346165,5.7096588231984455,4.810123285923744,5.448195197869742,5.197072218796448,5.715335265051829,168.18180204354223,159.94232563661262,178.1005333510567,139.38791426981814,217.6440375432884
2018-05-26,5.576350600384337,5.535804058390569,5.618897436904409,5.4579555301244085,5.708442902526862,4.8100275475801775,5.448008465813233,5.196288556586038,5.715010292810692,168.17252380868405,159.98159355913688,178.05429633744478,139.24434102713084,217.78066965214435
2018-06-02,5.577262550746632,5.537484977150372,5.619108568071727,5.460935037061219,5.706064066612342,4.809241049018004,5.4477217588665106,5.196107668895762,5.713755373767592,168.14891363978955,159.971393121205,178.05861982105458,139.3722494518067,217.29731775820306
2018-06-09,5.577710860108585,5.539165775423085,5.618992647813344,5.463545854915365,5.705782354809295,4.808854505527183,5.447668076601396,5.196422746570136,5.712874303562538,168.15504552202384,160.0447499690551,178.03413369046706,139.57775592341122,217.7426141750443
2018-06-16,5.57898483563463,5.540681393635974,5.619338155411441,5.4658947696395765,5.705636035234168,4.807756391212766,5.447638313170653,5.195779642951785,5.711045084970451,168.155608800802,160.09066552773226,177.87050502009922,139.67015959000562,217.94457354698832
2018-06-23,5.58091303153393,5.542728378541704,5.620683515120767,5.469181857919298,5.704967397995212,4.806095319656237,5.447785851152171,5.195666804056743,5.711351698081042,168.2307656142732,160.1964070264165,177.74615216633163,139.82026603066709,217.3940663475051
2018-06-30,5.582383670352077,5.544218531312838,5.621796636651683,5.471660151799221,5.705695006577106,4.804829188455985,5.447623937651964,5.194893504089302,5.7127666995759085,168.30075959763695,160.13681775051015,177.79448993865822,140.11292227646283,217.43574465379038
2018-07-07,5.584452405695439,5.545650687254463,5.623308517904719,5.47478225163205,5.7056996169901755,4.803049261410854,5.447522816641028,5.191376879720346,5.712859028118452,168.3269515708456,160.21726580825847,177.8351717300268,140.4080899766127,217.50766620869982
2018-07-14,5.5869524310624605,5.548068803126931,5.625204675505821,5.476887861820143,5.707340784980446,4.800900013211952,5.447296873258178,5.190809194470202,5.713363687989028,168.35726525723044,160.2430642494776,177.74733218445525,140.4149619447799,217.28860769572645
2018-07-21,5.589491153197599,5.550639486196219,5.627572394635651,5.48046941524062,5.710974575736915,4.798719465722398,5.447117121890498,5.189822733271287,5.714599974048199,168.39010358714745,160.2337733680596,177.7719589303407,140.47474417326316,217.61069986401063
2018-07-28,5.5919008951874964,5.552622723081697,5.630220130102459,5.481792393210725,5.713340872469927,4.7966515328527874,5.4467921902754775,5.187629524526539,5.7134520750941205,168.38209096244665,160.21899717936964,177.7661191099228,140.5351505504564,217.58832782690908
2018-08-04,5.594765647435601,5.5546649130073975,5.633294834074602,5.4859009387324225,5.717396171894887,4.7941954480782005,5.446822419964893,5.186953452648397,5.712537054908243,168.33815239957585,160.27707378942682,177.7829745915609,140.4425241268926,217.78436827364771
2018-08-11,5.597375809411826,5.556677779132086,5.636503514646122,5.486255749459237,5.72203880188468,4.791959824383962,5.4468218228482925,5.187562140188921,5.713255606359642,168.32713595680264,160.27390561688856,177.75371109217505,140.6035825784903,217.80301043974458
2018-08-18,5.600347130295814,5.559771361673221,5.640132817876649,5.487752274865256,5.727021167381658,4.789417401499485,5.446711134134556,5.187134786845939,5.714244576751806,168.36003160170844,160.23543316942587,177.7560630934688,140.69928570181446,217.7346711898231
2018-08-25,5.60377859070422,5.562036181072849,5.643755817284292,5.488445765421139,5.732667661758418,4.7864846135880565,5.446713141929035,5.189446610666624,5.714507866572162,168.3829552185727,160.221893277725,177.84445550852837,140.51484694511768,217.51400243910277
2018-09-01,5.606829388198621,5.564410766601712,5.648064494643726,5.4885923415601985,5.738671603540807,4.783880183059681,5.446720097304616,5.190290081475447,5.713161656074279,168.3522160922132,160.21766057789984,177.82375672272968,140.55691570591492,217.38063321266844
2018-09-08,5.609843058126861,5.56638448848029,5.651893255142737,5.488628255078497,5.743104171807863,4.781310229570018,5.446831923016969,5.188957920898619,5.712455500299463,168.30836250097616,160.22174223916147,177.8833236756342,140.2943497117502,216.8962255423135
2018-09-15,5.613253809412749,5.568783765678238,5.656426384039127,5.487772070719638,5.748865371340936,4.778404987697584,5.446444199503441,5.190419948769309,5.713471190966534,168.23628349725857,160.20937929467735,177.89958700282781,140.17087257037474,216.8780642435925
2018-09-22,5.616464630376338,5.571064346755175,5.6606964083153475,5.487552466755756,5.7552010272113066,4.775673268773666,5.446251149142181,5.189696773483755,5.712145638895964,168.1733177849526,160.19080426677414,177.9631205073618,140.2767892967321,216.31472439528414
2018-09-29,5.619545055730056,5.573292453514416,5.664346319324601,5.485458855260464,5.760400149934731,4.773055422458377,5.446118022186901,5.18895722916389,5.711438575047979,168.1409826144011,160.2087688746476,177.88947385310843,140.4482291074269,215.48847361637942
2018-10-06,5.622154464344135,5.574792738633559,5.668330410947487,5.484405164368125,5.766074045191677,4.770840105890132,5.4455875612151186,5.1905756412571735,5.711874896430601,168.1835668386437,160.20689820409837,177.8285640599509,140.63152266443794,215.27047418776172
2018-10-13,5.624340179868746,5.577298342901625,5.6726156295675985,5.481890947590795,5.772572231309471,4.768986075205136,5.4452584089032925,5.1904455908271245,5.712113212595864,168.20503493210515,160.1242319108553,177.8176787494095,140.4880276173338,214.7382471377049
2018-10-20,5.626660909349748,5.5780409169575815,5.675799911221924,5.479692256182336,5.77871164150837,4.767019095951477,5.445057820971354,5.18928205468395,5.710797197108397,168.2320046369113,160.06265701049108,177.79965772319616,140.73084186242912,214.41657705703733
2018-10-27,5.628218514914768,5.577618691046045,5.678450127131251,5.476886534616363,5.7837007561455485,4.765699826500809,5.444483170339124,5.188187431768351,5.710639554311287,168.26991814651637,159.96834694439355,177.6971690789633,140.6463432306382,214.8151277524613
2018-11-03,5.629708525028775,5.57815344856422,5.681142264061191,5.473569077063554,5.787354233111794,4.764438492835803,5.443976783115421,5.187389127241087,5.709343346596733,168.2870271043707,159.98093214243548,177.62761451369528,140.66898191756553,213.98064097701194
2018-11-10,5.630774314077765,5.5774974772033294,5.683910278170567,5.471318415207018,5.791195101442936,4.76353668334002,5.443991078602828,5.187246663611427,5.710476587546915,168.23967878166488,159.89040903034007,177.56894045225752,140.65868827977332,214.61134837044588
2018-11-17,5.631064532575515,5.576903686890787,5.685645733014708,5.46864938288606,5.793964021091364,4.763291176144698,5.443626653436619,5.186164219043229,5.709854873088869,168.2388063243905,159.91526474462563,177.50878508739729,140.67137844973647,213.86313528470717
2018-11-24,5.6309618392236445,5.575554197127003,5.685962409000036,5.465943868766473,5.7965178694364,4.763378045654692,5.443264374199812,5.1863339614624895,5.7085230343675315,168.13539925233164,159.98756118987316,177.38599073708983,140.89008989607981,212.9557293735438
2018-12-01,5.6304529738066496,5.573185176878923,5.685812630504276,5.462663680577075,5.798264690324661,4.763808546991258,5.44304941121233,5.185463770039935,5.708273107595404,168.1245583910928,159.95242210339165,177.3103284175263,140.60109523953852,213.04815535338196
2018-12-08,5.629415128996852,5.571378597391444,5.685262083898687,5.4583339234357116,5.801201275384681,4.764686807700796,5.442776973692773,5.185697832104665,5.7091787411923445,168.00186149262822,159.89502103245238,177.30255216310422,140.53297449212945,212.98087691997938
2018-12-15,5.62788022439843,5.568862909284703,5.684644895614782,5.455595169792347,5.802345794886354,4.765986291557617,5.4425149714495955,5.18384728768564,5.709005571221925,167.90232875687673,159.70565844950954,177.31960840893902,140.294111404061,212.5555602996217
2018-12-22,5.625933009125025,5.565726917054052,5.683679057883847,5.44968992513313,5.800382167639972,4.767635867165508,5.442000302290475,5.183628872905646,5.709775121353211,167.8135903646144,159.6091379105224,177.28804907530133,140.24882673310722,211.87685868270424
2018-12-29,5.623217880323621,5.561755326608758,5.680831142242292,5.44578088237598,5.798694633362652,4.769937884484306,5.441275645299138,5.1827260215892785,5.7091741804874365,167.68443298832756,159.5691171767917,177.12899418437905,139.65285600832982,211.61934585672114
2019-01-05,5.618684691283468,5.557396161876711,5.677708811927131,5.440019503284911,5.7936334023665,4.773786299897285,5.44053495897238,5.181126144264328,5.707958982876689,167.62325140888927,159.51472889504987,176.97834608678727,139.86211172885365,210.9205389798763
2019-01-12,5.614646565840636,5.552918032813258,5.673458517409916,5.434457545648591,5.789028256034636,4.777219667550985,5.4399787117445415,5.180357994713578,5.707258797017545,167.57484086171692,159.45963003505295,176.88246847155125,139.35948882733106,210.72725325951313
2019-01-19,5.609317514386195,5.547419445508139,5.668789115252134,5.431074081173398,5.7839591584518475,4.781758196346956,5.43911168428256,5.17986152608652,5.707229690247942,167.50745962324953,159.35037861350523,176.94492598736696,139.62099596032056,210.24651375409908
2019-01-26,5.603328783831335,5.541952447661972,5.66427711998803,5.426036983560186,5.779169086428858,4.786868849671266,5.438657833141571,5.178348789013934,5.707961383314218,167.48888397427152,159.31518166185793,176.86038819712445,139.41389113336814,210.01632369140222
2019-02-02,5.598148722986574,5.535904836317519,5.657506629190797,5.420079485081208,5.772749600680095,4.791298218317583,5.438240614386248,5.178793548189702,5.707298658251137,167.3749708380849,159.2884393286315,176.7698400225554,139.36699288047487,209.9643993473513
2019-02-09,5.5917635057995545,5.5292464755149995,5.650647666687806,5.416628943602791,5.764313142689815,4.796769387280373,5.437704789988556,5.178913932917664,5.707050500408169,167.29850101420192,159.34852678371306,176.7053982723768,139.09219775303964,209.4768147296347
2019-02-16,5.584227516804953,5.5224996274648745,5.643134513482881,5.413202680983553,5.7552794330647075,4.80324269040098,5.436824181280763,5.1760816058921275,5.706830923238066,167.2773061703317,159.13374127793543,176.63160953746032,139.09249510308598,209.537647209266
2019-02-23,5.576754861789757,5.5155986540273485,5.634712540328298,5.407447712040329,5.743045277304772,4.809678866138928,5.436573383158995,5.1758682322191225,5.7060393824312134,167.19253886498743,159.1053520748271,176.59270872740646,138.76984011335745,209.65684796945354
2019-03-02,5.568937002807215,5.508489019917839,5.62623932470504,5.4018905867983635,5.735500977285235,4.816430853349424,5.4363204262486455,5.17546746380386,5.705921198247874,167.17707206355425,159.01328185408664,176.6314930004673,138.53807582372744,209.18635659096944
2019-03-09,5.55986386494788,5.50179035814161,5.617462147055028,5.397267680265705,5.72420650061639,4.824290783451689,5.436335582180429,5.175637427968195,5.704738201296986,167.19102662596862,158.97875930380104,176.57872225881525,138.33371092097912,209.0867010797605
2019-03-16,5.551580699976384,5.493930091293447,5.607618772870472,5.392315605640876,5.711413373230409,4.8314888046469004,5.435723824213628,5.175625476151929,5.704083402114578,167.17992082387337,158.8251666426998,176.39136025564048,138.11534543902803,209.30790186149864
2019-03-23,5.542990627435678,5.486451536059868,5.5977141275573805,5.385988421487479,5.699089210725735,4.838976249989336,5.435105931814107,5.174888978600284,5.702355662084528,167.13301185507953,158.81262965749306,176.2278816182938,137.50346035939978,208.9265524007056
2019-03-30,5.5334256847626335,5.478445659936643,5.5874284329137085,5.37917290518144,5.685565165082437,4.847340784552497,5.434209469106904,5.174375799064988,5.7015543066090135,167.05133339348708,158.78489635143552,176.19514475721093,137.46936594054768,208.56645422043093
2019-04-06,5.523450847047619,5.47046813235157,5.5765994120440805,5.37331125681456,5.672177981381711,4.856094630660655,5.433154979074268,5.173421179486018,5.700041301615633,166.99403518746163,158.70855636312365,176.03175696358485,137.4651927551177,207.7590753538295
2019-04-13,5.513368500554847,5.462583448675288,5.565340153074579,5.369514016663282,5.657461542261699,4.864975014599663,5.432102386243724,5.173382090584391,5.700052000831158,166.98639476286166,158.66000671341197,176.0703634854356,137.52449756425986,206.83798541183435
2019-04-20,5.504195922095719,5.455026804894004,5.554197418328283,5.363997201231142,5.64311460632017,4.873082350223274,5.431900098004032,5.172675370820423,5.700090111315373,166.93659113571562,158.6197823641547,175.97071140610754,137.38021327617426,206.28275268106657
2019-04-27,5.494825036043893,5.446785701427022,5.543633762957192,5.356237375206864,5.629490928429338,4.881392914981827,5.430925086144541,5.171043563783581,5.699435113803362,166.8522576044122,158.62395701673677,175.89155254453735,137.2351259191551,205.0946754027268
2019-05-04,5.485378184781709,5.439180092476969,5.532965585362354,5.349922233929474,5.615555193712665,4.8897995903418074,5.430420792302197,5.169240653664662,5.699935633787161,166.83601066024175,158.5736898888335,175.85955341723172,136.90754744746152,204.50074944345303
2019-05-11,5.476297786553859,5.4314768829558275,5.522305009693596,5.344846412528585,5.603283581019159,4.897907500165788,5.429402505643724,5.169280822137529,5.700521383921498,166.7929354080605,158.55651285434385,175.74270221638085,136.71946761068097,203.85169351651817
